,Driver,TeamId,Quali_vs_Teammate,Race,Year,Best_Pace_seconds,Practice_Gap_to_Fastest,Practice_vs_Quali_Rank,AirTemp,Humidity,Pressure,Rain,WindSpeed,TrackTemp,Is_US,Downforce_Level,Team_aston_martin,Team_ferrari,Team_haas,Team_mclaren,Team_mercedes,Team_rb,Team_red_bull,Team_sauber,Team_williams,Race_Austria,Race_Bahrain,Race_Baku,Race_Belgium,Race_Canada,Race_China,Race_Hungary,Race_Imola,Race_Japan,Race_Miami,Race_Monaco,Race_Monza,Race_Netherlands,Race_Saudi Arabia,Race_Silverstone,Race_Singapore,Race_Spain,Race_United States,GridPos_1.0,GridPos_2.0,GridPos_3.0,GridPos_4.0,GridPos_5.0,GridPos_6.0,GridPos_7.0,GridPos_8.0,GridPos_9.0,GridPos_10.0,GridPos_11.0,GridPos_12.0,GridPos_13.0,GridPos_14.0,GridPos_15.0,GridPos_16.0,GridPos_17.0,GridPos_18.0,GridPos_19.0,GridPos_20.0,Driver_ALB,Driver_ALO,Driver_ANT,Driver_BEA,Driver_BOR,Driver_BOT,Driver_COL,Driver_DOO,Driver_GAS,Driver_HAD,Driver_HAM,Driver_HUL,Driver_LAW,Driver_LEC,Driver_MAG,Driver_NOR,Driver_OCO,Driver_PER,Driver_PIA,Driver_RUS,Driver_SAI,Driver_STR,Driver_TSU,Driver_VER,Driver_ZHO,Year_encoded
92,HAD,rb,-2.5,Bahrain,2025,91.238,0.7330000000000041,-6.0,27.052531645569626,45.32911392405063,1008.125316455696,0,2.1056962025316457,31.870253164556964,0,2,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
93,DOO,alpine,3.5,Bahrain,2025,91.788,1.2830000000000013,3.0,27.052531645569626,45.32911392405063,1008.125316455696,0,2.1056962025316457,31.870253164556964,0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
94,ALO,aston_martin,-3.0,Bahrain,2025,91.825,1.3200000000000074,2.0,27.052531645569626,45.32911392405063,1008.125316455696,0,2.1056962025316457,31.870253164556964,0,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
95,LAW,rb,2.5,Bahrain,2025,91.706,1.2010000000000076,-5.0,27.052531645569626,45.32911392405063,1008.125316455696,0,2.1056962025316457,31.870253164556964,0,2,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
96,STR,aston_martin,3.0,Bahrain,2025,92.382,1.8770000000000095,0.0,27.052531645569626,45.32911392405063,1008.125316455696,0,2.1056962025316457,31.870253164556964,0,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
97,BOR,sauber,1.0,Bahrain,2025,91.772,1.2670000000000101,-5.0,27.052531645569626,45.32911392405063,1008.125316455696,0,2.1056962025316457,31.870253164556964,0,2,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
98,SAI,williams,-3.5,Bahrain,2025,91.623,1.1180000000000092,2.0,27.052531645569626,45.32911392405063,1008.125316455696,0,2.1056962025316457,31.870253164556964,0,2,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
99,HUL,sauber,-1.0,Bahrain,2025,92.496,1.9909999999999997,4.0,27.052531645569626,45.32911392405063,1008.125316455696,0,2.1056962025316457,31.870253164556964,0,2,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
100,PIA,mclaren,-4.0,Saudi Arabia,2025,87.513,0.02400000000000091,0.0,29.483802816901402,62.725352112676056,1006.7661971830985,0,1.0260563380281689,37.819718309859155,0,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
101,VER,red_bull,-3.5,Saudi Arabia,2025,88.334,0.8449999999999989,3.0,29.483802816901402,62.725352112676056,1006.7661971830985,0,1.0260563380281689,37.819718309859155,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
102,LEC,ferrari,-1.5,Saudi Arabia,2025,88.372,0.8829999999999956,1.0,29.483802816901402,62.725352112676056,1006.7661971830985,0,1.0260563380281689,37.819718309859155,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
103,NOR,mclaren,4.0,Saudi Arabia,2025,87.489,0.0,-9.0,29.483802816901402,62.725352112676056,1006.7661971830985,0,1.0260563380281689,37.819718309859155,0,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
104,RUS,mercedes,-1.0,Saudi Arabia,2025,88.116,0.6269999999999953,0.0,29.483802816901402,62.725352112676056,1006.7661971830985,0,1.0260563380281689,37.819718309859155,0,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
105,ANT,mercedes,1.0,Saudi Arabia,2025,88.679,1.1899999999999977,5.0,29.483802816901402,62.725352112676056,1006.7661971830985,0,1.0260563380281689,37.819718309859155,0,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
106,HAM,ferrari,1.5,Saudi Arabia,2025,88.78,1.2909999999999968,5.0,29.483802816901402,62.725352112676056,1006.7661971830985,0,1.0260563380281689,37.819718309859155,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
107,SAI,williams,-2.5,Saudi Arabia,2025,88.57,1.0809999999999889,1.0,29.483802816901402,62.725352112676056,1006.7661971830985,0,1.0260563380281689,37.819718309859155,0,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
108,ALB,williams,2.5,Saudi Arabia,2025,88.389,0.8999999999999915,-5.0,29.483802816901402,62.725352112676056,1006.7661971830985,0,1.0260563380281689,37.819718309859155,0,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
109,HAD,rb,1.0,Saudi Arabia,2025,88.769,1.2800000000000011,-3.0,29.483802816901402,62.725352112676056,1006.7661971830985,0,1.0260563380281689,37.819718309859155,0,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
110,ALO,aston_martin,-1.5,Saudi Arabia,2025,88.888,1.399000000000001,1.0,29.483802816901402,62.725352112676056,1006.7661971830985,0,1.0260563380281689,37.819718309859155,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
111,LAW,rb,-1.0,Saudi Arabia,2025,88.861,1.3719999999999999,1.0,29.483802816901402,62.725352112676056,1006.7661971830985,0,1.0260563380281689,37.819718309859155,0,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
112,BEA,haas,-2.0,Saudi Arabia,2025,88.989,1.5,1.0,29.483802816901402,62.725352112676056,1006.7661971830985,0,1.0260563380281689,37.819718309859155,0,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
113,OCO,haas,2.0,Saudi Arabia,2025,89.336,1.8469999999999942,-1.0,29.483802816901402,62.725352112676056,1006.7661971830985,0,1.0260563380281689,37.819718309859155,0,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
114,HUL,sauber,-1.0,Saudi Arabia,2025,89.193,1.7039999999999935,-1.0,29.483802816901402,62.725352112676056,1006.7661971830985,0,1.0260563380281689,37.819718309859155,0,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
115,STR,aston_martin,1.5,Saudi Arabia,2025,89.478,1.98899999999999,4.0,29.483802816901402,62.725352112676056,1006.7661971830985,0,1.0260563380281689,37.819718309859155,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
116,DOO,alpine,4.0,Saudi Arabia,2025,88.898,1.4089999999999918,-2.0,29.483802816901402,62.725352112676056,1006.7661971830985,0,1.0260563380281689,37.819718309859155,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
117,BOR,sauber,1.0,Saudi Arabia,2025,89.41,1.9209999999999923,-1.0,29.483802816901402,62.725352112676056,1006.7661971830985,0,1.0260563380281689,37.819718309859155,0,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
118,TSU,red_bull,3.5,Saudi Arabia,2025,88.67,1.1809999999999974,1.0,29.483802816901402,62.725352112676056,1006.7661971830985,0,1.0260563380281689,37.819718309859155,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
119,GAS,alpine,-4.0,Saudi Arabia,2025,88.625,1.1359999999999957,-1.0,29.483802816901402,62.725352112676056,1006.7661971830985,0,1.0260563380281689,37.819718309859155,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
120,PIA,mclaren,1.0,Miami,2025,87.128,0.0,-3.0,26.573154362416112,63.02013422818792,1012.2959731543623,1,1.0469798657718121,38.69060402684564,0,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
121,NOR,mclaren,-1.0,Miami,2025,88.391,1.2630000000000052,10.0,26.573154362416112,63.02013422818792,1012.2959731543623,1,1.0469798657718121,38.69060402684564,0,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
122,RUS,mercedes,1.0,Miami,2025,88.058,0.9300000000000068,2.0,26.573154362416112,63.02013422818792,1012.2959731543623,1,1.0469798657718121,38.69060402684564,0,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
123,VER,red_bull,-4.5,Miami,2025,87.558,0.4300000000000068,2.0,26.573154362416112,63.02013422818792,1012.2959731543623,1,1.0469798657718121,38.69060402684564,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
124,ALB,williams,0.5,Miami,2025,87.955,0.8269999999999982,-2.0,26.573154362416112,63.02013422818792,1012.2959731543623,1,1.0469798657718121,38.69060402684564,0,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
125,ANT,mercedes,-1.0,Miami,2025,88.227,1.0990000000000038,6.0,26.573154362416112,63.02013422818792,1012.2959731543623,1,1.0469798657718121,38.69060402684564,0,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
126,LEC,ferrari,-2.0,Miami,2025,87.484,0.35599999999999454,-6.0,26.573154362416112,63.02013422818792,1012.2959731543623,1,1.0469798657718121,38.69060402684564,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
127,HAM,ferrari,2.0,Miami,2025,88.556,1.4279999999999973,1.0,26.573154362416112,63.02013422818792,1012.2959731543623,1,1.0469798657718121,38.69060402684564,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
128,SAI,williams,-0.5,Miami,2025,87.678,0.5499999999999972,-2.0,26.573154362416112,63.02013422818792,1012.2959731543623,1,1.0469798657718121,38.69060402684564,0,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
129,TSU,red_bull,4.5,Miami,2025,88.155,1.027000000000001,-2.0,26.573154362416112,63.02013422818792,1012.2959731543623,1,1.0469798657718121,38.69060402684564,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
130,HAD,rb,-2.0,Miami,2025,87.968,0.8400000000000034,-5.0,26.573154362416112,63.02013422818792,1012.2959731543623,1,1.0469798657718121,38.69060402684564,0,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
131,OCO,haas,-5.0,Miami,2025,89.179,2.051000000000002,9.0,26.573154362416112,63.02013422818792,1012.2959731543623,1,1.0469798657718121,38.69060402684564,0,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
132,GAS,alpine,3.0,Miami,2025,89.084,1.956000000000003,-3.0,26.573154362416112,63.02013422818792,1012.2959731543623,1,1.0469798657718121,38.69060402684564,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
133,HUL,sauber,1.5,Miami,2025,88.573,1.4449999999999932,-2.0,26.573154362416112,63.02013422818792,1012.2959731543623,1,1.0469798657718121,38.69060402684564,0,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
134,ALO,aston_martin,-0.5,Miami,2025,88.243,1.1149999999999949,-7.0,26.573154362416112,63.02013422818792,1012.2959731543623,1,1.0469798657718121,38.69060402684564,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
135,STR,aston_martin,0.5,Miami,2025,89.362,2.2339999999999947,2.0,26.573154362416112,63.02013422818792,1012.2959731543623,1,1.0469798657718121,38.69060402684564,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
136,LAW,rb,2.0,Miami,2025,88.374,1.2459999999999951,-4.0,26.573154362416112,63.02013422818792,1012.2959731543623,1,1.0469798657718121,38.69060402684564,0,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
137,BOR,sauber,-1.5,Miami,2025,88.771,1.6430000000000007,2.0,26.573154362416112,63.02013422818792,1012.2959731543623,1,1.0469798657718121,38.69060402684564,0,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
138,BEA,haas,5.0,Miami,2025,88.996,1.867999999999995,-3.0,26.573154362416112,63.02013422818792,1012.2959731543623,1,1.0469798657718121,38.69060402684564,0,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
139,DOO,alpine,-3.0,Miami,2025,89.357,2.228999999999999,5.0,26.573154362416112,63.02013422818792,1012.2959731543623,1,1.0469798657718121,38.69060402684564,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
140,VER,red_bull,-9.0,Imola,2025,75.078,0.18099999999999739,1.0,23.964666666666666,38.306666666666665,1009.8,0,3.2479999999999998,42.664,0,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
141,NOR,mclaren,1.5,Imola,2025,74.897,0.0,-3.0,23.964666666666666,38.306666666666665,1009.8,0,3.2479999999999998,42.664,0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
142,PIA,mclaren,-1.5,Imola,2025,74.997,0.09999999999999432,1.0,23.964666666666666,38.306666666666665,1009.8,0,3.2479999999999998,42.664,0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
143,HAM,ferrari,0.5,Imola,2025,75.787,0.8900000000000006,-1.0,23.964666666666666,38.306666666666665,1009.8,0,3.2479999999999998,42.664,0,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
144,ALB,williams,0.5,Imola,2025,75.732,0.8349999999999937,3.0,23.964666666666666,38.306666666666665,1009.8,0,3.2479999999999998,42.664,0,4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
145,LEC,ferrari,-0.5,Imola,2025,75.451,0.5539999999999878,-6.0,23.964666666666666,38.306666666666665,1009.8,0,3.2479999999999998,42.664,0,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
146,RUS,mercedes,-5.0,Imola,2025,75.662,0.7650000000000006,6.0,23.964666666666666,38.306666666666665,1009.8,0,3.2479999999999998,42.664,0,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
147,SAI,williams,-0.5,Imola,2025,75.457,0.5599999999999881,0.0,23.964666666666666,38.306666666666665,1009.8,0,3.2479999999999998,42.664,0,4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
