,Driver,TeamId,Quali_vs_Teammate,Race,Year,Best_Pace_seconds,Practice_Gap_to_Fastest,Practice_vs_Quali_Rank,AirTemp,Humidity,Pressure,Rain,WindSpeed,TrackTemp,Is_US,Downforce_Level,Team_aston_martin,Team_ferrari,Team_haas,Team_mclaren,Team_mercedes,Team_rb,Team_red_bull,Team_sauber,Team_williams,Race_Austria,Race_Bahrain,Race_Baku,Race_Belgium,Race_Canada,Race_China,Race_Hungary,Race_Imola,Race_Japan,Race_Miami,Race_Monaco,Race_Monza,Race_Netherlands,Race_Saudi Arabia,Race_Silverstone,Race_Singapore,Race_Spain,Race_United States,GridPos_1.0,GridPos_2.0,GridPos_3.0,GridPos_4.0,GridPos_5.0,GridPos_6.0,GridPos_7.0,GridPos_8.0,GridPos_9.0,GridPos_10.0,GridPos_11.0,GridPos_12.0,GridPos_13.0,GridPos_14.0,GridPos_15.0,GridPos_16.0,GridPos_17.0,GridPos_18.0,GridPos_19.0,GridPos_20.0,Driver_ALB,Driver_ALO,Driver_ANT,Driver_BEA,Driver_BOR,Driver_BOT,Driver_COL,Driver_DOO,Driver_GAS,Driver_HAD,Driver_HAM,Driver_HUL,Driver_LAW,Driver_LEC,Driver_MAG,Driver_NOR,Driver_OCO,Driver_PER,Driver_PIA,Driver_RUS,Driver_SAI,Driver_STR,Driver_TSU,Driver_VER,Driver_ZHO,Year_encoded
297,GAS,alpine,1.0,Hungary,2025,76.57,1.6539999999999964,4.0,22.082165605095543,57.24203821656051,987.140127388535,0,2.150955414012739,32.72993630573249,0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
298,BEA,haas,-3.0,Hungary,2025,76.127,1.2109999999999985,0.0,22.082165605095543,57.24203821656051,987.140127388535,0,2.150955414012739,32.72993630573249,0,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
299,PIA,mclaren,-0.5,Netherlands,2025,69.214,0.24200000000000443,1.0,20.077358490566034,71.17610062893081,1006.2056603773585,0,2.170440251572327,27.96352201257861,0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
300,VER,red_bull,-4.5,Netherlands,2025,69.925,0.953000000000003,2.0,20.077358490566034,71.17610062893081,1006.2056603773585,0,2.170440251572327,27.96352201257861,0,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
301,HAD,rb,-2.0,Netherlands,2025,70.166,1.1940000000000026,6.0,20.077358490566034,71.17610062893081,1006.2056603773585,0,2.170440251572327,27.96352201257861,0,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
302,RUS,mercedes,-3.0,Netherlands,2025,69.858,0.8860000000000099,-2.0,20.077358490566034,71.17610062893081,1006.2056603773585,0,2.170440251572327,27.96352201257861,0,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
303,ALB,williams,3.0,Netherlands,2025,70.099,1.1270000000000095,-7.0,20.077358490566034,71.17610062893081,1006.2056603773585,0,2.170440251572327,27.96352201257861,0,4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
304,BEA,haas,1.0,Netherlands,2025,70.595,1.6230000000000047,-5.0,20.077358490566034,71.17610062893081,1006.2056603773585,0,2.170440251572327,27.96352201257861,0,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
305,STR,aston_martin,4.5,Netherlands,2025,70.103,1.1310000000000002,-10.0,20.077358490566034,71.17610062893081,1006.2056603773585,0,2.170440251572327,27.96352201257861,0,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
306,ALO,aston_martin,-4.5,Netherlands,2025,69.977,1.0050000000000097,-3.0,20.077358490566034,71.17610062893081,1006.2056603773585,0,2.170440251572327,27.96352201257861,0,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
307,TSU,red_bull,4.5,Netherlands,2025,70.349,1.3770000000000095,0.0,20.077358490566034,71.17610062893081,1006.2056603773585,0,2.170440251572327,27.96352201257861,0,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
308,OCO,haas,-1.0,Netherlands,2025,70.801,1.8290000000000077,0.0,20.077358490566034,71.17610062893081,1006.2056603773585,0,2.170440251572327,27.96352201257861,0,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
309,COL,alpine,1.0,Netherlands,2025,70.957,1.9849999999999994,3.0,20.077358490566034,71.17610062893081,1006.2056603773585,0,2.170440251572327,27.96352201257861,0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
310,LAW,rb,2.0,Netherlands,2025,70.3,1.328000000000003,3.0,20.077358490566034,71.17610062893081,1006.2056603773585,0,2.170440251572327,27.96352201257861,0,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
311,SAI,williams,-3.0,Netherlands,2025,69.913,0.9410000000000025,-5.0,20.077358490566034,71.17610062893081,1006.2056603773585,0,2.170440251572327,27.96352201257861,0,4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
312,HUL,sauber,2.0,Netherlands,2025,70.599,1.6270000000000095,-1.0,20.077358490566034,71.17610062893081,1006.2056603773585,0,2.170440251572327,27.96352201257861,0,4,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
313,BOR,sauber,-2.0,Netherlands,2025,70.361,1.38900000000001,0.0,20.077358490566034,71.17610062893081,1006.2056603773585,0,2.170440251572327,27.96352201257861,0,4,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
314,ANT,mercedes,3.0,Netherlands,2025,70.697,1.7250000000000085,6.0,20.077358490566034,71.17610062893081,1006.2056603773585,0,2.170440251572327,27.96352201257861,0,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
315,GAS,alpine,-1.0,Netherlands,2025,70.963,1.9909999999999997,6.0,20.077358490566034,71.17610062893081,1006.2056603773585,0,2.170440251572327,27.96352201257861,0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
316,NOR,mclaren,0.5,Netherlands,2025,68.972,0.0,-1.0,20.077358490566034,71.17610062893081,1006.2056603773585,0,2.170440251572327,27.96352201257861,0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
317,LEC,ferrari,-0.5,Netherlands,2025,69.938,0.9660000000000082,0.0,20.077358490566034,71.17610062893081,1006.2056603773585,0,2.170440251572327,27.96352201257861,0,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
318,HAM,ferrari,0.5,Netherlands,2025,70.373,1.4010000000000105,7.0,20.077358490566034,71.17610062893081,1006.2056603773585,0,2.170440251572327,27.96352201257861,0,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
319,VER,red_bull,-4.0,Monza,2025,79.498,0.1670000000000016,3.0,26.76111111111111,42.604166666666664,996.7527777777775,0,1.9604166666666663,43.28819444444444,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
320,NOR,mclaren,-0.5,Monza,2025,79.331,0.0,-1.0,26.76111111111111,42.604166666666664,996.7527777777775,0,1.9604166666666663,43.28819444444444,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
321,PIA,mclaren,0.5,Monza,2025,79.496,0.16499999999999204,0.0,26.76111111111111,42.604166666666664,996.7527777777775,0,1.9604166666666663,43.28819444444444,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
322,LEC,ferrari,-3.0,Monza,2025,79.352,0.021000000000000796,-2.0,26.76111111111111,42.604166666666664,996.7527777777775,0,1.9604166666666663,43.28819444444444,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
323,RUS,mercedes,-0.5,Monza,2025,79.515,0.1839999999999975,0.0,26.76111111111111,42.604166666666664,996.7527777777775,0,1.9604166666666663,43.28819444444444,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
324,HAM,ferrari,3.0,Monza,2025,79.598,0.2669999999999959,-3.0,26.76111111111111,42.604166666666664,996.7527777777775,0,1.9604166666666663,43.28819444444444,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
325,ALB,williams,0.5,Monza,2025,79.72,0.3889999999999958,-4.0,26.76111111111111,42.604166666666664,996.7527777777775,0,1.9604166666666663,43.28819444444444,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
326,BOR,sauber,-2.5,Monza,2025,79.558,0.22700000000000387,-1.0,26.76111111111111,42.604166666666664,996.7527777777775,0,1.9604166666666663,43.28819444444444,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
327,ANT,mercedes,0.5,Monza,2025,79.696,0.3649999999999949,3.0,26.76111111111111,42.604166666666664,996.7527777777775,0,1.9604166666666663,43.28819444444444,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
328,HAD,rb,0.5,Monza,2025,79.603,0.27199999999999136,-11.0,26.76111111111111,42.604166666666664,996.7527777777775,0,1.9604166666666663,43.28819444444444,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
329,SAI,williams,-0.5,Monza,2025,79.907,0.5759999999999934,0.0,26.76111111111111,42.604166666666664,996.7527777777775,0,1.9604166666666663,43.28819444444444,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
330,BEA,haas,-2.0,Monza,2025,80.209,0.8780000000000001,6.0,26.76111111111111,42.604166666666664,996.7527777777775,0,1.9604166666666663,43.28819444444444,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
331,TSU,red_bull,4.0,Monza,2025,80.059,0.7279999999999944,6.0,26.76111111111111,42.604166666666664,996.7527777777775,0,1.9604166666666663,43.28819444444444,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
332,LAW,rb,-0.5,Monza,2025,80.132,0.8010000000000019,-2.0,26.76111111111111,42.604166666666664,996.7527777777775,0,1.9604166666666663,43.28819444444444,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
333,OCO,haas,2.0,Monza,2025,80.304,0.972999999999999,5.0,26.76111111111111,42.604166666666664,996.7527777777775,0,1.9604166666666663,43.28819444444444,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
334,GAS,alpine,1.5,Monza,2025,80.247,0.9159999999999968,-1.5,26.76111111111111,42.604166666666664,996.7527777777775,0,1.9604166666666663,43.28819444444444,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
335,COL,alpine,-1.5,Monza,2025,80.034,0.703000000000003,-3.0,26.76111111111111,42.604166666666664,996.7527777777775,0,1.9604166666666663,43.28819444444444,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
336,STR,aston_martin,4.0,Monza,2025,80.247,0.9159999999999968,2.5,26.76111111111111,42.604166666666664,996.7527777777775,0,1.9604166666666663,43.28819444444444,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
337,ALO,aston_martin,-4.0,Monza,2025,79.861,0.5300000000000011,4.0,26.76111111111111,42.604166666666664,996.7527777777775,0,1.9604166666666663,43.28819444444444,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
338,HUL,sauber,2.5,Monza,2025,79.737,0.4059999999999917,-1.0,26.76111111111111,42.604166666666664,996.7527777777775,0,1.9604166666666663,43.28819444444444,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
339,VER,red_bull,-2.5,Baku,2025,101.445,0.2219999999999942,3.0,20.551923076923078,59.833333333333336,1021.1160256410257,0,1.5070512820512822,26.107051282051284,0,2,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
340,RUS,mercedes,0.5,Baku,2025,101.77,0.546999999999997,1.0,20.551923076923078,59.833333333333336,1021.1160256410257,0,1.5070512820512822,26.107051282051284,0,2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
341,SAI,williams,-8.5,Baku,2025,102.255,1.0319999999999965,10.0,20.551923076923078,59.833333333333336,1021.1160256410257,0,1.5070512820512822,26.107051282051284,0,2,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
342,ANT,mercedes,-0.5,Baku,2025,101.779,0.5559999999999974,3.0,20.551923076923078,59.833333333333336,1021.1160256410257,0,1.5070512820512822,26.107051282051284,0,2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
343,LAW,rb,-2.5,Baku,2025,101.989,0.7660000000000053,7.0,20.551923076923078,59.833333333333336,1021.1160256410257,0,1.5070512820512822,26.107051282051284,0,2,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
344,TSU,red_bull,2.5,Baku,2025,102.444,1.2210000000000036,9.0,20.551923076923078,59.833333333333336,1021.1160256410257,0,1.5070512820512822,26.107051282051284,0,2,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
345,NOR,mclaren,-1.0,Baku,2025,101.223,0.0,-6.0,20.551923076923078,59.833333333333336,1021.1160256410257,0,1.5070512820512822,26.107051282051284,0,2,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
346,HAM,ferrari,1.0,Baku,2025,101.293,0.07000000000000739,-10.0,20.551923076923078,59.833333333333336,1021.1160256410257,0,1.5070512820512822,26.107051282051284,0,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
347,LEC,ferrari,-1.0,Baku,2025,101.367,0.14400000000000546,-7.0,20.551923076923078,59.833333333333336,1021.1160256410257,0,1.5070512820512822,26.107051282051284,0,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
348,HAD,rb,2.5,Baku,2025,102.267,1.043999999999997,5.0,20.551923076923078,59.833333333333336,1021.1160256410257,0,1.5070512820512822,26.107051282051284,0,2,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
349,BOR,sauber,-2.0,Baku,2025,102.561,1.338000000000008,3.0,20.551923076923078,59.833333333333336,1021.1160256410257,0,1.5070512820512822,26.107051282051284,0,2,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
350,BEA,haas,-2.5,Baku,2025,101.891,0.6680000000000064,-7.0,20.551923076923078,59.833333333333336,1021.1160256410257,0,1.5070512820512822,26.107051282051284,0,2,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
351,ALB,williams,8.5,Baku,2025,101.983,0.7600000000000051,-10.0,20.551923076923078,59.833333333333336,1021.1160256410257,0,1.5070512820512822,26.107051282051284,0,2,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
352,OCO,haas,2.5,Baku,2025,102.167,0.9440000000000026,-9.0,20.551923076923078,59.833333333333336,1021.1160256410257,0,1.5070512820512822,26.107051282051284,0,2,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
353,ALO,aston_martin,-1.5,Baku,2025,102.591,1.367999999999995,6.0,20.551923076923078,59.833333333333336,1021.1160256410257,0,1.5070512820512822,26.107051282051284,0,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
